price_level,tpo_count,first_seen_period,last_seen_period,periods,is_single_print,relative_density
4673.75,3,P43,P45,P43P44P45,False,0.16666666666666666
4673.5,3,P43,P45,P43P44P45,False,0.16666666666666666
4673.25,2,P44,P45,P44P45,False,0.1111111111111111
4673.0,1,P45,P45,P45,True,0.05555555555555555
4672.75,1,P45,P45,P45,True,0.05555555555555555
4672.5,1,P45,P45,P45,True,0.05555555555555555
4672.25,1,P45,P45,P45,True,0.05555555555555555
4672.0,1,P45,P45,P45,True,0.05555555555555555
4671.75,1,P45,P45,P45,True,0.05555555555555555
4671.5,1,P45,P45,P45,True,0.05555555555555555
4671.25,1,P45,P45,P45,True,0.05555555555555555
4671.0,1,P45,P45,P45,True,0.05555555555555555
4670.75,1,P45,P45,P45,True,0.05555555555555555
4670.5,1,P45,P45,P45,True,0.05555555555555555
4670.25,1,P45,P45,P45,True,0.05555555555555555
4670.0,1,P45,P45,P45,True,0.05555555555555555
4669.75,1,P45,P45,P45,True,0.05555555555555555
4669.5,1,P45,P45,P45,True,0.05555555555555555
4669.25,1,P45,P45,P45,True,0.05555555555555555
4669.0,1,P45,P45,P45,True,0.05555555555555555
4668.75,1,P45,P45,P45,True,0.05555555555555555
4668.5,1,P45,P45,P45,True,0.05555555555555555
4668.25,1,P45,P45,P45,True,0.05555555555555555
4668.0,1,P45,P45,P45,True,0.05555555555555555
